black
black
black
transparent
transparent
black
black
transparent
transparent
black
black
black
black
transparent
transparent
black
black
black
black
transparent
transparent
black
black
black
black
transparent
transparent
black
black
black
black
transparent
transparent
black
black
black
black
transparent
transparent
black
black
black
black
transparent
transparent
black
black
black
black
transparent
transparent
black
black
black
black
