21.416523,24.446419
21.022971,25.252348
20.748547,25.971180
20.655366,26.325392
20.615706,26.644072
20.650888,27.228503
20.739996,27.660446
20.970665,28.285987
21.312992,28.869502
21.705221,29.339262
22.047707,29.655411
22.628392,30.063269
23.276035,30.381179
23.894624,30.579741
24.866871,30.722812
25.850731,30.675400
26.401101,30.561378
27.185960,30.277955
27.897604,29.869264
28.318039,29.533225
28.852160,28.948159
29.254284,28.284755
29.440620,27.809951
29.591676,27.068188
29.608202,26.691157
29.584656,26.314426
29.490733,25.818488
29.221300,25.103797
28.806872,24.446419
28.806872,24.446419
19.390981,24.446419
19.390981,24.446419
18.754095,25.115043
18.279677,25.754875
17.643875,26.971043
17.336688,27.940575
17.205811,28.687036
17.175533,29.818315
17.352149,30.939145
17.633212,31.779259
17.975974,32.482542
18.772832,33.621090
19.517215,34.379914
20.834154,35.329347
22.347120,36.007156
23.636326,36.322863
24.632480,36.430853
26.135784,36.385257
27.602469,36.089816
28.831408,35.620899
29.685718,35.152307
30.828799,34.282130
31.768164,33.236993
32.400124,32.188241
32.739488,31.347714
33.023131,30.032986
33.060059,29.363862
33.024929,28.694594
32.783915,27.524028
32.460124,26.678649
31.760453,25.493551
30.823896,24.446419
30.823896,24.446419
17.491921,24.446419
17.491921,24.446419
16.469723,25.375012
15.205550,26.965847
14.303707,28.741171
13.924013,29.996471
13.759218,30.960718
13.706568,32.422321
13.889527,33.875451
14.249787,35.135280
15.120044,36.923232
16.355682,38.531524
17.363434,39.472542
19.106547,40.651456
21.069224,41.514391
22.970908,41.989118
24.442297,42.149494
26.662578,42.074775
28.824404,41.620699
30.628037,40.904348
31.874990,40.190909
33.529214,38.870726
34.866114,37.291980
35.739183,35.715200
36.186140,34.457251
36.401129,33.485969
36.525419,32.006169
36.405654,30.526259
35.945176,28.816851
35.385833,27.595029
34.231014,25.905614
32.732416,24.446419
32.732416,24.446419
21.416523,24.446419
21.416523,24.446419
21.022971,23.640489
20.748547,22.921657
20.655366,22.567444
20.615706,22.248764
20.650888,21.664333
20.739996,21.232390
20.970665,20.606850
21.312992,20.023335
21.705221,19.553574
22.047707,19.237425
22.628392,18.829567
23.276035,18.511659
23.894624,18.313097
24.866871,18.170025
25.850731,18.217436
