16.316712,22.814542
16.345579,23.734124
16.472159,24.561477
16.681396,25.304022
16.959983,25.968611
17.296178,26.561571
17.679641,27.088745
18.568393,27.979510
19.553303,28.660540
20.586824,29.166068
21.633486,29.525195
23.737501,29.905631
25.654865,29.933088
27.327993,29.729988
28.746264,29.382882
29.923966,28.952486
30.887054,28.480922
32.373057,27.447518
33.279147,26.503061
33.818025,25.701929
34.133149,25.049940
34.447914,23.991347
34.554601,22.838004
34.554601,22.838004
16.316712,22.814542
16.316712,22.814542
15.719610,23.166682
14.409392,24.278146
11.510949,27.678631
-0.215916,47.113926
-7.096760,63.460779
2.580391,64.318681
2.485768,63.713230
2.491674,62.138228
4.353288,52.643900
10.352780,34.395085
13.612288,26.964298
15.068023,24.378419
15.722515,23.456121
16.316712,22.814542
16.316712,22.814542
34.554601,22.838004
34.554601,22.838004
35.188653,23.274312
36.517151,24.532557
39.281698,28.150652
49.423332,47.765391
54.492254,63.409603
46.118026,64.541702
46.251689,63.067296
45.941498,58.939676
40.964332,37.554391
37.559481,27.930130
35.959663,24.638493
35.226865,23.529473
34.882426,23.128747
34.554601,22.838004
34.554601,22.838004
16.316712,22.814542
16.316712,22.814542
15.293613,26.217391
15.117309,27.649947
15.114683,28.939322
15.259033,30.096388
15.526793,31.131255
15.897203,32.053317
16.352012,32.871309
16.875213,33.593347
17.452798,34.226975
18.745603,35.270986
20.130798,36.030833
21.546379,36.551891
22.947230,36.873165
25.672959,37.042313
28.049784,36.730354
30.027317,36.108246
31.615162,35.298606
32.852380,34.388408
33.789620,33.438416
34.479120,32.490205
34.969511,31.571372
35.303477,30.699413
35.652300,29.021500
35.697967,27.636727
35.381274,25.357723
34.554601,22.838004
34.554601,22.838004
16.316712,22.814542
16.316712,22.814542
16.349746,21.792640
16.487792,20.880338
16.714412,20.068091
17.015091,19.347153
17.377041,18.709507
17.789015,18.147806
18.741095,17.212776
19.792363,16.514621
20.891510,16.011700
22.000454,15.669144
24.216015,15.349323
26.216551,15.397569
27.943991,15.676749
29.390681,16.092926
30.575297,16.582301
31.528459,17.102100
32.284454,17.624184
32.876710,18.130585
33.733564,19.123262
34.205203,19.952459
34.450978,20.619617
34.569621,21.144443
34.634574,21.969483
34.554601,22.838004
34.554601,22.838004
16.316712,22.814542
16.316712,22.814542
15.721778,22.422189
14.426435,21.185590
11.588170,17.405529
0.241607,-4.190973
-6.395426,-22.372004
-0.297792,-27.590156
-0.384119,-26.903027
-0.318079,-25.060475
2.166783,-13.580754
16.316712,22.814542
16.316712,22.814542
34.554601,22.838004
34.554601,22.838004
34.754653,22.651697
35.180168,22.130134
36.112043,20.576338
45.046686,-5.204020
48.488933,-19.605791
49.334345,-25.085355
49.460692,-27.132404
49.359970,-28.617669
55.750938,-23.321709
55.585413,-21.741351
52.475644,-11.363956
43.479360,9.456891
38.637529,18.043890
36.454889,21.035867
35.463662,22.100767
34.554601,22.838004
34.554601,22.838004
16.316712,22.814542
16.316712,22.814542
15.293975,19.019457
15.117791,17.422160
15.115252,15.984752
15.259663,14.695073
15.527459,13.541822
15.897886,12.514494
16.352697,11.603326
16.875885,10.799246
18.094069,9.460532
19.442690,8.466697
20.849806,7.763149
22.262519,7.302958
23.642824,7.045813
24.964289,6.957135
27.443975,7.185841
29.530464,7.805480
31.220796,8.666266
32.548233,9.661642
33.561528,10.716858
34.313152,11.780465
34.853032,12.818012
35.225580,13.807353
35.628802,15.720818
35.702116,17.307254
35.401386,19.928586
34.554601,22.838004
34.554601,22.838004
16.316712,22.814542
16.316712,22.814542
18.623863,20.895993
20.635315,19.729196
22.390034,19.079868
23.921548,18.782610
25.258794,18.720796
26.426806,18.812412
28.466378,19.284470
29.992535,19.885375
32.276494,21.156598
34.554601,22.838004
