2.145496,1.560354
2.491213,1.247294
2.052594,1.001852
2.626929,0.698015
2.264690,1.017636
2.775293,1.320920
2.145496,1.560354
2.145496,1.560354
3.400074,1.154541
3.400074,1.154541
3.404735,1.071209
3.416386,1.003854
3.432825,0.949504
3.452290,0.905678
3.473413,0.870335
3.495162,0.841807
3.540898,0.797521
3.581909,0.769232
3.654799,0.735150
3.742076,0.711632
3.742076,0.711632
3.742076,0.711632
3.742076,0.711632
3.846633,0.736750
3.922411,0.765937
3.977412,0.796664
4.017364,0.827302
4.046387,0.856833
4.067456,0.884658
4.095158,0.937560
4.108756,0.980531
4.118569,1.049845
4.116874,1.124440
4.041914,1.502848
3.845146,1.171741
3.742076,1.515748
3.629637,1.197542
3.432869,1.524348
3.432869,1.524348
3.432869,1.524348
3.432869,1.524348
3.400074,1.154541
3.400074,1.154541
4.894756,1.503007
4.894756,1.503007
4.871481,1.140307
4.625017,0.679159
5.290429,0.670930
5.032465,1.140307
5.003372,1.503007
4.894756,1.503007
4.894756,1.503007
1.610083,1.181905
1.610083,1.181905
1.157880,1.188838
1.160823,1.092994
1.612075,1.086710
1.613721,0.898065
1.919113,1.121228
1.613038,1.362391
1.610083,1.181905
1.610083,1.181905
3.018213,1.143114
3.018213,1.143114
2.566010,1.150046
2.568953,1.054203
3.020205,1.047918
3.021851,0.859274
3.327243,1.082436
3.021168,1.323599
3.018213,1.143114
3.018213,1.143114
4.526461,1.098508
4.526461,1.098508
4.152528,1.103880
4.154961,1.029615
4.528108,1.024745
4.529469,0.878573
4.782003,1.051492
4.528904,1.238358
4.526461,1.098508
